location,location_type,country,province,county,city
Ecuador-Pichincha,province,Ecuador,Pichincha,,
Ecuador-Los_Rios,province,Ecuador,Los Rios,,
Ecuador-Santo_Domingo_de_los_Tsachilas,province,Ecuador,Santo Domingo de los Tsachilas,,
Ecuador-Sucumbios,province,Ecuador,Sucumbios,,
Ecuador-El_Oro,province,Ecuador,El Oro,,
Ecuador-Manabi,province,Ecuador,Manabi,,
Ecuador-Loja,province,Ecuador,Loja,,
Ecuador-Napo,province,Ecuador,Napo,,
Ecuador-Canar,province,Ecuador,Canar,,
Ecuador-Imbabura,province,Ecuador,Imbabura,,
Ecuador-Carchi,province,Ecuador,Carchi,,
Ecuador-Manabi-Montecristi,county,Ecuador,Manabi,Montecristi,Montecristi
Ecuador-Tungurahua,province,Ecuador,Tungurahua,,
El_Salvador-Ahuachapan,province,El Salvador,Ahuachapan,,
El_Salvador-Cabanas,province,El Salvador,Cabanas,,
El_Salvador-Chalatenango,province,El Salvador,Chalatenango,,
El_Salvador-Cuscatlan,province,El Salvador,Cuscatlan,,
El_Salvador-La_Libertad,province,El Salvador,La Libertad,,
El_Salvador-La_Paz,province,El Salvador,La Paz,,
El_Salvador-La_Union,province,El Salvador,La Union,,
El_Salvador-Morazan,province,El Salvador,Morazan,,
El_Salvador-San_Miguel,province,El Salvador,San Miguel,,
El_Salvador-San_Salvador,province,El Salvador,San Salvador,,
El_Salvador-San_Vicente,province,El Salvador,San Vicente,,
El_Salvador-Santa_Ana,province,El Salvador,Santa Ana,,
El_Salvador-Sonsonate,province,El Salvador,Sonsonate,,
El_Salvador-Usulutan,province,El Salvador,Usulutan,,
El_Salvador-Guatemala,province,El Salvador,Guatemala,,
El_Salvador-Honduras,province,El Salvador,Honduras,,
Guatemala-Chiquimula,city,Guatemala,,,Chiquimula
Guatemala-Chimaltenango,city,Guatemala,,,Chimaltenango
Guatemala-Escuintla,city,Guatemala,,,Escuintla
Guatemala-Suchitepequez,city,Guatemala,,,Suchitepequez
Guatemala-Zacapa,city,Guatemala,,,Zacapa
Guatemala-Jutiapa,city,Guatemala,,,Jutiapa
Guatemala-Nor_Oriente,city,Guatemala,,,Nor Oriente
Guatemala-Alta_Verapaz,city,Guatemala,,,Alta Verapaz
Guatemala-Baja_Verapaz,city,Guatemala,,,Baja Verapaz
Guatemala-Izabal,city,Guatemala,,,Izabal
Guatemala-Ixcan,city,Guatemala,,,Ixcan
Guatemala-Jalapa,city,Guatemala,,,Jalapa
Guatemala-Peten_Norte,city,Guatemala,,,Peten Norte
Guatemala-Quetzaltenango,city,Guatemala,,,Quetzaltenango
Guatemala-San_Marcos,city,Guatemala,,,San Marcos
Guatemala-Sur,city,Guatemala,,,Sur
Guatemala-Nor_Occidente,city,Guatemala,,,Nor Occidente
Guatemala-Peten_Sur_Oriental,city,Guatemala,,,Peten Sur Oriental
Guatemala-El_Progreso,city,Guatemala,,,El Progreso
Guatemala-Santa_Rosa,city,Guatemala,,,Santa Rosa
Guatemala-Retalhuleu,city,Guatemala,,,Retalhuleu
Guatemala-Sacatepequez,city,Guatemala,,,Sacatepequez
Guatemala-Solola,city,Guatemala,,,Solola
Guatemala-El_Quiche,city,Guatemala,,,El Quiche
Guatemala-Peten_Sur_Occidental,city,Guatemala,,,Peten Sur Occidental
Guatemala-Central,city,Guatemala,,,Central
Guatemala-Ixil,city,Guatemala,,,Ixil
Guatemala-Huehuetenango,city,Guatemala,,,Huehuetenango
Guatemala-Totonicapan,city,Guatemala,,,Totonicapan
Guatemala-Quiche,city,Guatemala,,,Quiche
Haiti-Artibonite-Desssalines_Marchand,city,Haiti,Artibonite,Desssalines Marchand,Desssalines Marchand
Haiti-Artibonite-Ennery,city,Haiti,Artibonite,Ennery,Ennery
Haiti-Artibonite-Gonaives,city,Haiti,Artibonite,Gonaives,Gonaives
Haiti-Artibonite-Verrettes,city,Haiti,Artibonite,Verrettes,Verrettes
Haiti-Artibonite,province,Haiti,Artibonite,,
Haiti-Centre-Hinche,city,Haiti,Centre,Hinche,Hinche
Haiti-Centre-Maissade,city,Haiti,Centre,Maissade,Maissade
Haiti-Centre-Mirebalais,city,Haiti,Centre,Mirebalais,Mirebalais
Haiti-Centre,province,Haiti,Centre,,
Haiti-Grande_Anse-Corail,city,Haiti,Grande Anse,Corail,Corail
Haiti-Grande_Anse-Dame_Marie,city,Haiti,Grande Anse,Dame Marie,Dame Marie
Haiti-Grande_Anse-Roseaux,city,Haiti,Grande Anse,Roseaux,Roseaux
Haiti-Grande_Anse,province,Haiti,Grande Anse,,
Haiti-Nippes-Fond_Des_Negres,city,Haiti,Nippes,Fond Des Negres,Fond Des Negres
Haiti-Nippes-Miragoane,city,Haiti,Nippes,Miragoane,Miragoane
Haiti-Nippes,province,Haiti,Nippes,,
Haiti-Nord-Cap_Haitien,city,Haiti,Nord,Cap Haitien,Cap Haitien
Haiti-Nord-Limbe,city,Haiti,Nord,Limbe,Limbe
Haiti-Nord-Milot,city,Haiti,Nord,Milot,Milot
Haiti-Nord-Pignon,city,Haiti,Nord,Pignon,Pignon
Haiti-Nord-Plaine_du_Nord,city,Haiti,Nord,Plaine du Nord,Plaine du Nord
Haiti-Nord-Plaisance,city,Haiti,Nord,Plaisance,Plaisance
Haiti-Nord,province,Haiti,Nord,,
Haiti-Nord_Est-Ouanaminthe,city,Haiti,Nord Est,Ouanaminthe,Ouanaminthe
Haiti-Nord_Est,province,Haiti,Nord Est,,
Haiti-Nord_Ouest-La_Tortue,city,Haiti,Nord Ouest,La Tortue,La Tortue
Haiti-Nord_Ouest-Saint_Louis_du_Nord,city,Haiti,Nord Ouest,Saint Louis du Nord,Saint Louis du Nord
Haiti-Nord_Ouest,province,Haiti,Nord Ouest,,
Haiti-Ouest-Carrefour,city,Haiti,Ouest,Carrefour,Carrefour
Haiti-Ouest-Croix_des_Bouquets,city,Haiti,Ouest,Croix des Bouquets,Croix des Bouquets
Haiti-Ouest-Delmas,city,Haiti,Ouest,Delmas,Delmas
Haiti-Ouest-Petion_Ville,city,Haiti,Ouest,Petion Ville,Petion Ville
Haiti-Ouest-Petit_Goave,city,Haiti,Ouest,Petit Goave,Petit Goave
Haiti-Ouest-Port_au_Prince,city,Haiti,Ouest,Port au Prince,Port au Prince
Haiti-Ouest,province,Haiti,Ouest,,
Haiti-Sud-Aquin,city,Haiti,Sud,Aquin,Aquin
Haiti-Sud,province,Haiti,Sud,,
Haiti-Sud_Est-Anse_A_Pitres,city,Haiti,Sud Est,Anse A Pitres,Anse A Pitres
Haiti-Sud_Est-Cotes_de_Fer,city,Haiti,Sud Est,Cotes de Fer,Cotes de Fer
Haiti-Sud_Est-Marigot,city,Haiti,Sud Est,Marigot,Marigot
Haiti-Sud_Est,province,Haiti,Sud Est,,
Mexico-Aguascalientes,province,Mexico,Aguascalientes,,
Mexico-Baja_California,province,Mexico,Baja California,,
Mexico-Baja_California_Sur,province,Mexico,Baja California Sur,,
Mexico-Campeche,province,Mexico,Campeche,,
Mexico-Chiapas,province,Mexico,Chiapas,,
Mexico-Chihuahua,province,Mexico,Chihuahua,,
Mexico-Coahuila_de_Zaragoza,province,Mexico,Coahuila de Zaragoza,,
Mexico-Colima,province,Mexico,Colima,,
Mexico-Distrito_Federal,province,Mexico,Distrito Federal,,
Mexico-Durango,province,Mexico,Durango,,
Mexico-Guanajuato,province,Mexico,Guanajuato,,
Mexico-Guerrero,province,Mexico,Guerrero,,
Mexico-Hidalgo,province,Mexico,Hidalgo,,
Mexico-Jalisco,province,Mexico,Jalisco,,
Mexico-Mexico,province,Mexico,Mexico,,
Mexico-Michoacan_de_Ocampo,province,Mexico,Michoacan de Ocampo,,
Mexico-Morelos,province,Mexico,Morelos,,
Mexico-Nayarit,province,Mexico,Nayarit,,
Mexico-Nuevo_Leon,province,Mexico,Nuevo Leon,,
Mexico-Oaxaca,province,Mexico,Oaxaca,,
Mexico-Puebla,province,Mexico,Puebla,,
Mexico-Queretaro_de_Arteaga,province,Mexico,Queretaro de Arteaga,,
Mexico-Quintana_Roo,province,Mexico,Quintana Roo,,
Mexico-San_Luis_Potosi,province,Mexico,San Luis Potosi,,
Mexico-Sinaloa,province,Mexico,Sinaloa,,
Mexico-Sonora,province,Mexico,Sonora,,
Mexico-Tabasco,province,Mexico,Tabasco,,
Mexico-Tamaulipas,province,Mexico,Tamaulipas,,
Mexico-Tlaxcala,province,Mexico,Tlaxcala,,
Mexico-Veracruz_de_Ignacio_de_la_Llave,province,Mexico,Veracruz de Ignacio de la Llave,,
Mexico-Yucatan,province,Mexico,Yucatan,,
Mexico-Zacatecas,province,Mexico,Zacatecas,,
Nicaragua-Chinandega,city,Nicaragua,,,Chinandega
Nicaragua-Chinandega-San_Pedro_del_Norte,city,Nicaragua,Chinandega,San Pedro del Norte,San Pedro del Norte
Nicaragua-Leon,city,Nicaragua,,,Leon
Nicaragua-Leon-Quetzalguaque,city,Nicaragua,Leon,Quetzalguaque,Quetzalguaque
Nicaragua-Leon-Telica,city,Nicaragua,Leon,Telica,Telica
Nicaragua-Managua,city,Nicaragua,,,Managua
Nicaragua-Managua-Ciudad_Sandino,city,Nicaragua,Managua,Ciudad Sandino,Ciudad Sandino
Nicaragua-Masaya-Masatepe,city,Nicaragua,Masaya,Masatepe,Masatepe
Nicaragua-Masaya-Nindiri,city,Nicaragua,Masaya,Nindiri,Nindiri
Nicaragua-Masaya-San_Juan_de_Oriente,city,Nicaragua,Masaya,San Juan de Oriente,San Juan de Oriente
Nicaragua-Matagalpa,city,Nicaragua,,,Matagalpa
Nicaragua-Nueva_Segovia-Ocotal,city,Nicaragua,Nueva Segovia,Ocotal,Ocotal
Nicaragua-Rivas-Cardenas,city,Nicaragua,Rivas,Cardenas,Cardenas
Nicaragua-Other,city,Nicaragua,,,Other
Nicaragua-Rivas,city,Nicaragua,,,Rivas
Nicaragua-Masaya,city,Nicaragua,,,Masaya
Nicaragua-Carazo,city,Nicaragua,,,Carazo
Nicaragua-Granada,city,Nicaragua,,,Granada
Nicaragua-Nueva_Segovia,city,Nicaragua,,,Nueva Segovia
Nicaragua-Jinotega,city,Nicaragua,,,Jinotega
Panama-Kuna_Yala-Acuatupu,county,Panama,Kuna Yala,Acuatupu,Acuatupu
Panama-Kuna_Yala-Mulatupu,county,Panama,Kuna Yala,Mulatupu,Mulatupu
Panama-Kuna_Yala-Ogobsucum,county,Panama,Kuna Yala,Ogobsucum,Ogobsucum
Panama-Kuna_Yala-Ustupu,county,Panama,Kuna Yala,Ustupu,Ustupu
Panama-Kuna_Yala-Achutupu,county,Panama,Kuna Yala,Achutupu,Achutupu
Panama-Kuna_Yala-Pto_Obaldia,county,Panama,Kuna Yala,Pto Obaldia,Pto Obaldia
Panama-Kuna_Yala-Playon_Chico,county,Panama,Kuna Yala,Playon Chico,Playon Chico
Panama-Kuna_Yala-Nargana,county,Panama,Kuna Yala,Nargana,Nargana
Panama-Kuna_Yala-Corazon_de_Jesus,county,Panama,Kuna Yala,Corazon de Jesus,Corazon de Jesus
Panama-Kuna_Yala-Rio_Azucar,county,Panama,Kuna Yala,Rio Azucar,Rio Azucar
Panama-Kuna_Yala-Rio_Sidra,county,Panama,Kuna Yala,Rio Sidra,Rio Sidra
Panama-Kuna_Yala-Carti_Sugdup,county,Panama,Kuna Yala,Carti Sugdup,Carti Sugdup
Panama-Kuna_Yala-Ailigandi,county,Panama,Kuna Yala,Ailigandi,Ailigandi
Panama-Kuna_Yala-Ailitupu,county,Panama,Kuna Yala,Ailitupu,Ailitupu
Panama-Kuna_Yala-Nalugena,county,Panama,Kuna Yala,Nalugena,Nalugena
Panama-Kuna_Yala-Mamitupu,county,Panama,Kuna Yala,Mamitupu,Mamitupu
Panama-Kuna_Yala-Wichubhula,county,Panama,Kuna Yala,Wichubhula,Wichubhula
Panama-Kuna_Yala-Soledad_Miria,county,Panama,Kuna Yala,Soledad Miria,Soledad Miria
Panama-Kuna_Yala-Soledad_Miriam,county,Panama,Kuna Yala,Soledad Miriam,Soledad Miriam
Panama-Kuna_Yala-Naranjo_Chico,county,Panama,Kuna Yala,Naranjo Chico,Naranjo Chico
Panama-Metro-Tocumen,county,Panama,Metro,Tocumen,Tocumen
Panama-Metro-SanFrancisco,county,Panama,Metro,SanFrancisco,SanFrancisco
Panama-Metro-Man_anitas,county,Panama,Metro,Man anitas,Man anitas
Panama-Metro-Calidonia,county,Panama,Metro,Calidonia,Calidonia
Panama-Metro-Juan_Diaz,county,Panama,Metro,Juan Diaz,Juan Diaz
Panama-Metro-Parque_Lefevre,county,Panama,Metro,Parque Lefevre,Parque Lefevre
Panama-Metro-Santa_Ana,county,Panama,Metro,Santa Ana,Santa Ana
Panama-Metro-Rio_Abajo,county,Panama,Metro,Rio Abajo,Rio Abajo
Panama-Metro-Pueblo_Nuevo,county,Panama,Metro,Pueblo Nuevo,Pueblo Nuevo
Panama-Metro-Chorrillo,county,Panama,Metro,Chorrillo,Chorrillo
Panama-Metro-Bella_Vista,county,Panama,Metro,Bella Vista,Bella Vista
Panama-Metro-Bethania,county,Panama,Metro,Bethania,Bethania
Panama-Metro-Ancon,county,Panama,Metro,Ancon,Ancon
Panama-Metro-San_Felipe,county,Panama,Metro,San Felipe,San Felipe
Panama-Metro-Pedregal,county,Panama,Metro,Pedregal,Pedregal
Panama-Metro-24_de_Diciembre,county,Panama,Metro,24 de Diciembre,24 de Diciembre
Panama-Metro-Clayton,county,Panama,Metro,Clayton,Clayton
Panama-Metro-Costa_del_Este,county,Panama,Metro,Costa del Este,Costa del Este
Panama-Metro-Taboga,county,Panama,Metro,Taboga,Taboga
Panama-Metro-Las_Garzas,county,Panama,Metro,Las Garzas,Las Garzas
Panama-Metro-Arnulfo_Arias,county,Panama,Metro,Arnulfo Arias,Arnulfo Arias
Panama-Metro-Gamboa,county,Panama,Metro,Gamboa,Gamboa
Panama-Metro-Veracruz,county,Panama,Metro,Veracruz,Veracruz
Panama-Panama_Oeste-Gorgona,county,Panama,Panama Oeste,Gorgona,Gorgona
Panama-Panama_Oeste-Guadalupe,county,Panama,Panama Oeste,Guadalupe,Guadalupe
Panama-Panama_Oeste-Arraija_n,county,Panama,Panama Oeste,Arraija n,Arraija n
Panama-Panama_Oeste-La_Chorrera,county,Panama,Panama Oeste,La Chorrera,La Chorrera
Panama-Panama_Oeste-Playa_Leona,county,Panama,Panama Oeste,Playa Leona,Playa Leona
Panama-Panama_Oeste-El_Coco,county,Panama,Panama Oeste,El Coco,El Coco
Panama-Panama_Oeste-La_Mitra,county,Panama,Panama Oeste,La Mitra,La Mitra
Panama-Panama_Oeste-Vista_Alegre,county,Panama,Panama Oeste,Vista Alegre,Vista Alegre
Panama-Panama_Norte-las_cumbres,county,Panama,Panama Norte,las cumbres,las cumbres
Panama-Panama_Norte-Chilibre,county,Panama,Panama Norte,Chilibre,Chilibre
Panama-Panama_Norte-Ernesto_Cordoba,county,Panama,Panama Norte,Ernesto Cordoba,Ernesto Cordoba
Panama-Colon-Salamanca,county,Panama,Colon,Salamanca,Salamanca
Panama-Colon-San_Juan,county,Panama,Colon,San Juan,San Juan
Panama-San_Miguelito-Villas_del_Golf,county,Panama,San Miguelito,Villas del Golf,Villas del Golf
Panama-San_Miguelito-San_Jose,county,Panama,San Miguelito,San Jose,San Jose
Panama-San_Miguelito-Quintas_de_Montichello,county,Panama,San Miguelito,Quintas de Montichello,Quintas de Montichello
Panama-San_Miguelito-Mano_de_Piedra,county,Panama,San Miguelito,Mano de Piedra,Mano de Piedra
Panama-San_Miguelito-Samaria,county,Panama,San Miguelito,Samaria,Samaria
Panama-San_Miguelito-Altos_de_Panama,county,Panama,San Miguelito,Altos de Panama,Altos de Panama
Panama-San_Miguelito-Camino_Real,county,Panama,San Miguelito,Camino Real,Camino Real
Panama-San_Miguelito-Condado_del_Rey,county,Panama,San Miguelito,Condado del Rey,Condado del Rey
Panama-San_Miguelito-Villa_Lucre,county,Panama,San Miguelito,Villa Lucre,Villa Lucre
Panama-San_Miguelito-Brisas_del_Golf,county,Panama,San Miguelito,Brisas del Golf,Brisas del Golf
Panama-San_Miguelito-Victoriano_Lorenzo,county,Panama,San Miguelito,Victoriano Lorenzo,Victoriano Lorenzo
Panama-San_Miguelito-Omar_Torrijos,county,Panama,San Miguelito,Omar Torrijos,Omar Torrijos
Panama-San_Miguelito-Ojo_de_Agua,county,Panama,San Miguelito,Ojo de Agua,Ojo de Agua
Panama-San_Miguelito-Villa_Guadalupe,county,Panama,San Miguelito,Villa Guadalupe,Villa Guadalupe
Panama-San_Los_Santos-La_Villa,county,Panama,San Los Santos,La Villa,La Villa
Panama-Darien-Rio_Congo,county,Panama,Darien,Rio Congo,Rio Congo
Panama-Herrera-Chitre,county,Panama,Herrera,Chitre,Chitre
Panama-Sin_Especificar,county,Panama,,Sin Especificar,
Panama-San_Miguelito,province,Panama,San Miguelito,,
Panama-Chiriqui,province,Panama,Chiriqui,,
Panama-Kuna_Yala,province,Panama,Kuna Yala,,
Panama-Metro,province,Panama,Metro,,
Panama-P_Oeste,province,Panama,P Oeste,,
Panama-Costa_del_Este,county,Panama,,Costa del Este,
Panama-P.Este-Las_Margaritas,county,Panama,P.Este,Las Margaritas,Las Margaritas
Panama-Veraguas-Santiago,county,Panama,Veraguas,Santiago,Santiago
Panama-Darien,province,Panama,Darien,,
Panama-Herrera,province,Panama,Herrera,,
Panama-Ngabe_Bugle,province,Panama,Ngabe Bugle,,
Panama-Veraguas,province,Panama,Veraguas,,
Panama-Panama_Norte,province,Panama,Panama Norte,,
Panama-Importados,province,Panama,Importados,,
Panama-Panama_Este,province,Panama,Panama Este,,
Panama-Bocas_del_Toro,province,Panama,Bocas del Toro,,
Panama-Panama_Oeste,province,Panama,Panama Oeste,,
Panama-Los_Santos,province,Panama,Los Santos,,
Panama-Bocas_del_Toro-Bastimento,county,Panama,Bocas del Toro,Bastimento,Bastimento
Panama-Bocas_del_Toro-Bocas_del_Toro,county,Panama,Bocas del Toro,Bocas del Toro,Bocas del Toro
Panama-Cocle,province,Panama,Cocle,,
Panama-Cocle-Rio_Hato,county,Panama,Cocle,Rio Hato,Rio Hato
Panama-Colon,province,Panama,Colon,,
Panama-SD,province,Panama,SD,,
United_States-Puerto_Rico,province,United States,Puerto Rico,,
United_States-Alaska,province,United States,Alaska,,
United_States-Alabama,province,United States,Alabama,,
United_States-American_Samoa,province,United States,American Samoa,,
United_States-Arizona,province,United States,Arizona,,
United_States-Arkansas,province,United States,Arkansas,,
United_States-California,province,United States,California,,
United_States-Colorado,province,United States,Colorado,,
United_States-Connecticut,province,United States,Connecticut,,
United_States-Delaware,province,United States,Delaware,,
United_States-District_of_Columbia,province,United States,District of Columbia,,
United_States-Florida,province,United States,Florida,,
United_States-Georgia,province,United States,Georgia,,
United_States-Hawaii,province,United States,Hawaii,,
United_States-Illinois,province,United States,Illinois,,
United_States-Indiana,province,United States,Indiana,,
United_States-Iowa,province,United States,Iowa,,
United_States-Idaho,province,United States,Idaho,,
United_States-Kansas,province,United States,Kansas,,
United_States-Kentucky,province,United States,Kentucky,,
United_States-Louisiana,province,United States,Louisiana,,
United_States-Maine,province,United States,Maine,,
United_States-Maryland,province,United States,Maryland,,
United_States-Massachusetts,province,United States,Massachusetts,,
United_States-Michigan,province,United States,Michigan,,
United_States-Minnesota,province,United States,Minnesota,,
United_States-Mississippi,province,United States,Mississippi,,
United_States-Missouri,province,United States,Missouri,,
United_States-Montana,province,United States,Montana,,
United_States-Nebraska,province,United States,Nebraska,,
United_States-Nevada,province,United States,Nevada,,
United_States-New_Hampshire,province,United States,New Hampshire,,
United_States-New_Jersey,province,United States,New Jersey,,
United_States-New_Mexico,province,United States,New Mexico,,
United_States-New_York,province,United States,New York,,
United_States-North_Carolina,province,United States,North Carolina,,
United_States-North_Dakota,province,United States,North Dakota,,
United_States-Ohio,province,United States,Ohio,,
United_States-Oklahoma,province,United States,Oklahoma,,
United_States-Oregon,province,United States,Oregon,,
United_States-Pennsylvania,province,United States,Pennsylvania,,
United_States-Puerto_Rico,province,United States,Puerto Rico,,
United_States-Rhode_Island,province,United States,Rhode Island,,
United_States-South_Carolina,province,United States,South Carolina,,
United_States-South_Dakota,province,United States,South Dakota,,
United_States-Tennessee,province,United States,Tennessee,,
United_States-Texas,province,United States,Texas,,
United_States-US_Virgin_Islands,province,United States,Virgin Islands,,
United_States-Utah,province,United States,Utah,,
United_States-Vermont,province,United States,Vermont,,
United_States-Virginia,province,United States,Virginia,,
United_States-Washington,province,United States,Washington,,
United_States-West_Virginia,province,United States,West Virginia,,
United_States-Wyoming,province,United States,Wyoming,,
United_States-Wisconsin,province,United States,Wisconsin,,
United_States-Florida-Alachua_County,county,United States,Florida,Alachua,Alachua County
United_States-Florida-Baker_County,county,United States,Florida,Baker,Baker County
United_States-Florida-Bay_County,county,United States,Florida,Bay,Bay County
United_States-Florida-Bradford_County,county,United States,Florida,Bradford,Bradford County
United_States-Florida-Brevard_County,county,United States,Florida,Brevard,Brevard County
United_States-Florida-Broward_County,county,United States,Florida,Broward,Broward County
United_States-Florida-Calhoun_County,county,United States,Florida,Calhoun,Calhoun County
United_States-Florida-Charlotte_County,county,United States,Florida,Charlotte,Charlotte County
United_States-Florida-Citrus_County,county,United States,Florida,Citrus,Citrus County
United_States-Florida-Clay_County,county,United States,Florida,Clay,Clay County
United_States-Florida-Collier_County,county,United States,Florida,Collier,Collier County
United_States-Florida-Columbia_County,county,United States,Florida,Columbia,Columbia County
United_States-Florida-DeSoto_County,county,United States,Florida,DeSoto,DeSoto County
United_States-Florida-Dixie_County,county,United States,Florida,Dixie,Dixie County
United_States-Florida-Duval_County,county,United States,Florida,Duval,Duval County
United_States-Florida-Escambia_County,county,United States,Florida,Escambia,Escambia County
United_States-Florida-Flagler_County,county,United States,Florida,Flagler,Flagler County
United_States-Florida-Franklin_County,county,United States,Florida,Franklin,Franklin County
United_States-Florida-Gadsden_County,county,United States,Florida,Gadsden,Gadsden County
United_States-Florida-Gilchrist_County,county,United States,Florida,Gilchrist,Gilchrist County
United_States-Florida-Glades_County,county,United States,Florida,Glades,Glades County
United_States-Florida-Gulf_County,county,United States,Florida,Gulf,Gulf County
United_States-Florida-Hamilton_County,county,United States,Florida,Hamilton,Hamilton County
United_States-Florida-Hardee_County,county,United States,Florida,Hardee,Hardee County
United_States-Florida-Hendry_County,county,United States,Florida,Hendry,Hendry County
United_States-Florida-Hernando_County,county,United States,Florida,Hernando,Hernando County
United_States-Florida-Highlands_County,county,United States,Florida,Highlands,Highlands County
United_States-Florida-Hillsborough_County,county,United States,Florida,Hillsborough,Hillsborough County
United_States-Florida-Holmes_County,county,United States,Florida,Holmes,Holmes County
United_States-Florida-IndianRiver_County,county,United States,Florida,IndianRiver,IndianRiver County
United_States-Florida-Jackson_County,county,United States,Florida,Jackson,Jackson County
United_States-Florida-Jefferson_County,county,United States,Florida,Jefferson,Jefferson County
United_States-Florida-Lafayette_County,county,United States,Florida,Lafayette,Lafayette County
United_States-Florida-Lake_County,county,United States,Florida,Lake,Lake County
United_States-Florida-Lee_County,county,United States,Florida,Lee,Lee County
United_States-Florida-Leon_County,county,United States,Florida,Leon,Leon County
United_States-Florida-Levy_County,county,United States,Florida,Levy,Levy County
United_States-Florida-Liberty_County,county,United States,Florida,Liberty,Liberty County
United_States-Florida-Madison_County,county,United States,Florida,Madison,Madison County
United_States-Florida-Manatee_County,county,United States,Florida,Manatee,Manatee County
United_States-Florida-Marion_County,county,United States,Florida,Marion,Marion County
United_States-Florida-Martin_County,county,United States,Florida,Martin,Martin County
United_States-Florida-Miami_Dade_County,county,United States,Florida,Miami Dade,Miami Dade County
United_States-Florida-Monroe_County,county,United States,Florida,Monroe,Monroe County
United_States-Florida-Nassau_County,county,United States,Florida,Nassau,Nassau County
United_States-Florida-Okaloosa_County,county,United States,Florida,Okaloosa,Okaloosa County
United_States-Florida-Okeechobee_County,county,United States,Florida,Okeechobee,Okeechobee County
United_States-Florida-Orange_County,county,United States,Florida,Orange,Orange County
United_States-Florida-Osceola_County,county,United States,Florida,Osceola,Osceola County
United_States-Florida-PalmBeach_County,county,United States,Florida,PalmBeach,PalmBeach County
United_States-Florida-Pasco_County,county,United States,Florida,Pasco,Pasco County
United_States-Florida-Pinellas_County,county,United States,Florida,Pinellas,Pinellas County
United_States-Florida-Polk_County,county,United States,Florida,Polk,Polk County
United_States-Florida-Putnam_County,county,United States,Florida,Putnam,Putnam County
United_States-Florida-SantaRosa_County,county,United States,Florida,SantaRosa,SantaRosa County
United_States-Florida-Sarasota_County,county,United States,Florida,Sarasota,Sarasota County
United_States-Florida-Seminole_County,county,United States,Florida,Seminole,Seminole County
United_States-Florida-StJohns_County,county,United States,Florida,StJohns,StJohns County
United_States-Florida-StLucie_County,county,United States,Florida,StLucie,StLucie County
United_States-Florida-Sumter_County,county,United States,Florida,Sumter,Sumter County
United_States-Florida-Suwannee_County,county,United States,Florida,Suwannee,Suwannee County
United_States-Florida-Taylor_County,county,United States,Florida,Taylor,Taylor County
United_States-Florida-Union_County,county,United States,Florida,Union,Union County
United_States-Florida-Volusia_County,county,United States,Florida,Volusia,Volusia County
United_States-Florida-Wakulla_County,county,United States,Florida,Wakulla,Wakulla County
United_States-Florida-Walton_County,county,United States,Florida,Walton,Walton County
United_States-Florida-Washington_County,county,United States,Florida,Washington,Washington County
United_States_Virgin_Islands,province,United States,Virgin Islands,,
United_States_Virgin_Islands-Saint_Thomas,county,United States,Virgin Islands,Saint Thomas,
United_States_Virgin_Islands-Saint_Croix,county,United States,Virgin Islands,Saint Croix,
United_States_Virgin_Islands-Saint_John,county,United States,Virgin Islands,Saint John,
