location,location_type,country,province,county,city,latitude,longitude
Panama-San_Miguelito-Samaria,county,Panama,San Miguelito,Samaria,Samaria,9.0551791,-79.4946229
Panama-San_Miguelito-Altos_de_Panama,county,Panama,San Miguelito,Altos de Panama,Altos de Panama,9.0380232,-79.5280264
Panama-San_Miguelito-Camino_Real,county,Panama,San Miguelito,Camino Real,Camino Real,9.065486,-79.4408526
Panama-San_Miguelito-Condado_del_Rey,county,Panama,San Miguelito,Condado del Rey,Condado del Rey,9.0344759,-79.5231075
Panama-San_Miguelito-Villa_Lucre,county,Panama,San Miguelito,Villa Lucre,Villa Lucre,9.055198899999999,-79.4838248
Panama-San_Miguelito-Brisas_del_Golf,county,Panama,San Miguelito,Brisas del Golf,Brisas del Golf,9.076070699999999,-79.45899320000001
Panama-San_Miguelito-Victoriano_Lorenzo,county,Panama,San Miguelito,Victoriano Lorenzo,Victoriano Lorenzo,9.0319282,-79.5055379
Panama-San_Miguelito-Omar_Torrijos,county,Panama,San Miguelito,Omar Torrijos,Omar Torrijos,9.0555358,-79.5209994
Panama-San_Miguelito-Ojo_de_Agua,county,Panama,San Miguelito,Ojo de Agua,Ojo de Agua,8.592535,-80.63546649999999
Panama-San_Miguelito-Villa_Guadalupe,county,Panama,San Miguelito,Villa Guadalupe,Villa Guadalupe,9.032782899999999,-79.49218789999999
Panama-San_Los_Santos-La_Villa,county,Panama,San Los Santos,La Villa,La Villa,7.9407745,-80.4048306
Panama-Darien-Rio_Congo,county,Panama,Darien,Rio Congo,Rio Congo,8.404109,-78.369316
Panama-Herrera-Chitre,county,Panama,Herrera,Chitre,Chitre,7.9523119,-80.4382153
Panama-Sin_Especificar,county,Panama,,Sin Especificar,,8.537981,-80.782127
Panama-San_Miguelito,province,Panama,San Miguelito,,,9.0707553,-79.4816378
Panama-Chiriqui,province,Panama,Chiriqui,,,8.584897999999999,-82.38857829999999
Panama-Kuna_Yala,province,Panama,Kuna Yala,,,9.234439499999999,-78.19262499999999
Panama-Metro,province,Panama,Metro,,,8.9727515,-79.5328846
Panama-P_Oeste,province,Panama,P Oeste,,,8.7586041,-79.87517629999999
Panama-Costa_del_Este,county,Panama,,Costa del Este,,9.0131299,-79.467576
Panama-P.Este-Las_Margaritas,county,Panama,P.Este,Las Margaritas,Las Margaritas,8.559663,-80.0651929
Panama-Veraguas-Santiago,county,Panama,Veraguas,Santiago,Santiago,8.088494299999999,-80.9760556
Panama-Darien,province,Panama,Darien,,,7.868171299999999,-77.8367282
Panama-Herrera,province,Panama,Herrera,,,7.7704282,-80.7214417
Panama-Ngabe_Bugle,province,Panama,Ngabe Bugle,,,8.6595833,-81.77870209999999
Panama-Veraguas,province,Panama,Veraguas,,,8.1231033,-81.0754657
Panama-Panama_Norte,province,Panama,Panama Norte,,,9.101307400000001,-79.4928125
Panama-Importados,province,Panama,Importados,,,8.9927607,-79.5183483
Panama-Panama_Este,province,Panama,Panama Este,,,8.9823792,-79.51986959999999
Panama-Bocas_del_Toro,province,Panama,Bocas del Toro,,,9.416552099999999,-82.5207787
Panama-Panama_Oeste,province,Panama,Panama Oeste,,,8.537981,-80.782127
Panama-Los_Santos,province,Panama,Los Santos,,,7.5909302,-80.365865
Panama-Bocas_del_Toro-Bastimento,county,Panama,Bocas del Toro,Bastimento,Bastimento,9.3030589,-82.1496049
Panama-Bocas_del_Toro-Bocas_del_Toro,county,Panama,Bocas del Toro,Bocas del Toro,Bocas del Toro,9.416552099999999,-82.5207787
Panama-Cocle,province,Panama,Cocle,,,8.6266068,-80.365865
Panama-Cocle-Rio_Hato,county,Panama,Cocle,Rio Hato,Rio Hato,8.4140603,-80.109357
Panama-Colon,province,Panama,Colon,,,9.359302,-79.89986080000001
Panama-SD,province,Panama,SD,,,8.537981,-80.782127
United_States-Puerto_Rico,province,United States,Puerto Rico,,,38.933011,-77.34585700000001
United_States-Alabama,province,United States,Alabama,,,32.3182314,-86.902298
United_States-Arizona,province,United States,Arizona,,,34.0489281,-111.0937311
United_States-Arkansas,province,United States,Arkansas,,,35.20105,-91.8318334
United_States-California,province,United States,California,,,36.778261,-119.4179324
United_States-Colorado,province,United States,Colorado,,,39.5500507,-105.7820674
United_States-Connecticut,province,United States,Connecticut,,,41.6032207,-73.087749
United_States-Delaware,province,United States,Delaware,,,38.9108325,-75.52766989999999
United_States-District_of_Columbia,province,United States,District of Columbia,,,38.9071923,-77.0368707
United_States-Florida,province,United States,Florida,,,27.6648274,-81.5157535
United_States-Georgia,province,United States,Georgia,,,32.1656221,-82.9000751
United_States-Illinois,province,United States,Illinois,,,40.6331249,-89.3985283
United_States-Indiana,province,United States,Indiana,,,40.2671941,-86.1349019
United_States-Iowa,province,United States,Iowa,,,41.8780025,-93.097702
United_States-Idaho,province,United States,Idaho,,,44.0682019,-114.7420408
United_States-Kansas,province,United States,Kansas,,,39.011902,-98.4842465
United_States-Kentucky,province,United States,Kentucky,,,37.8393332,-84.2700179
United_States-Louisiana,province,United States,Louisiana,,,30.9842977,-91.96233269999999
United_States-Maine,province,United States,Maine,,,45.253783,-69.4454689
United_States-Maryland,province,United States,Maryland,,,39.0457549,-76.64127119999999
United_States-Massachusetts,province,United States,Massachusetts,,,42.4072107,-71.3824374
United_States-Michigan,province,United States,Michigan,,,44.3148443,-85.60236429999999
United_States-Minnesota,province,United States,Minnesota,,,46.729553,-94.6858998
United_States-Mississippi,province,United States,Mississippi,,,32.3546679,-89.3985283
United_States-Missouri,province,United States,Missouri,,,37.9642529,-91.8318334
United_States-Montana,province,United States,Montana,,,46.8796822,-110.3625658
United_States-Nebraska,province,United States,Nebraska,,,41.4925374,-99.9018131
United_States-Nevada,province,United States,Nevada,,,38.8026097,-116.419389
United_States-New_Hampshire,province,United States,New Hampshire,,,43.1938516,-71.5723953
United_States-New_Jersey,province,United States,New Jersey,,,40.0583238,-74.4056612
United_States-New_Mexico,province,United States,New Mexico,,,34.5199402,-105.8700901
United_States-New_York,province,United States,New York,,,40.7127753,-74.0059728
United_States-North_Carolina,province,United States,North Carolina,,,35.7595731,-79.01929969999999
United_States-North_Dakota,province,United States,North Dakota,,,47.5514926,-101.0020119
United_States-Ohio,province,United States,Ohio,,,40.4172871,-82.90712300000001
United_States-Oklahoma,province,United States,Oklahoma,,,35.0077519,-97.092877
United_States-Oregon,province,United States,Oregon,,,43.8041334,-120.5542012
United_States-Pennsylvania,province,United States,Pennsylvania,,,41.2033216,-77.1945247
United_States-Puerto_Rico,province,United States,Puerto Rico,,,38.933011,-77.34585700000001
United_States-Rhode_Island,province,United States,Rhode Island,,,41.5800945,-71.4774291
United_States-South_Carolina,province,United States,South Carolina,,,33.836081,-81.1637245
United_States-South_Dakota,province,United States,South Dakota,,,43.9695148,-99.9018131
United_States-Tennessee,province,United States,Tennessee,,,35.5174913,-86.5804473
United_States-Texas,province,United States,Texas,,,31.9685988,-99.9018131
United_States-US_Virgin_Islands,province,United States,Virgin Islands,,,18.335765,-64.896335
United_States-Utah,province,United States,Utah,,,39.3209801,-111.0937311
United_States-Vermont,province,United States,Vermont,,,44.5588028,-72.57784149999999
United_States-Virginia,province,United States,Virginia,,,37.4315734,-78.6568942
United_States-Washington,province,United States,Washington,,,47.7510741,-120.7401385
United_States-West_Virginia,province,United States,West Virginia,,,38.5976262,-80.4549026
United_States-Wyoming,province,United States,Wyoming,,,43.0759678,-107.2902839
United_States-Wisconsin,province,United States,Wisconsin,,,43.7844397,-88.7878678
United_States-Florida-Alachua_County,county,United States,Florida,Alachua,Alachua County,29.6579549,-82.3017728
United_States-Florida-Baker_County,county,United States,Florida,Baker,Baker County,35.2675155,-116.0739073
United_States-Florida-Bay_County,county,United States,Florida,Bay,Bay County,30.24,-85.63
United_States-Florida-Bradford_County,county,United States,Florida,Bradford,Bradford County,41.9564953,-78.649163
United_States-Florida-Brevard_County,county,United States,Florida,Brevard,Brevard County,35.2334472,-82.7342919
United_States-Florida-Broward_County,county,United States,Florida,Broward,Broward County,26.190096,-80.365865
United_States-Florida-Calhoun_County,county,United States,Florida,Calhoun,Calhoun County,34.502587,-84.9510542
United_States-Florida-Charlotte_County,county,United States,Florida,Charlotte,Charlotte County,35.2270869,-80.8431267
United_States-Florida-Citrus_County,county,United States,Florida,Citrus,Citrus County,28.8848842,-82.5185837
United_States-Florida-Clay_County,county,United States,Florida,Clay,Clay County,38.6886589,-88.35421199999999
United_States-Florida-Collier_County,county,United States,Florida,Collier,Collier County,26.069985,-81.42789839999999
United_States-Florida-Columbia_County,county,United States,Florida,Columbia,Columbia County,34.0007104,-81.0348144
United_States-Florida-DeSoto_County,county,United States,Florida,DeSoto,DeSoto County,32.5896998,-96.8570738
United_States-Florida-Dixie_County,county,United States,Florida,Dixie,Dixie County,30.7857515,-83.664328
United_States-Florida-Duval_County,county,United States,Florida,Duval,Duval County,30.3500511,-81.6035062
United_States-Florida-Escambia_County,county,United States,Florida,Escambia,Escambia County,30.6389408,-87.3413599
United_States-Florida-Flagler_County,county,United States,Florida,Flagler,Flagler County,29.4086072,-81.2518833
United_States-Florida-Franklin_County,county,United States,Florida,Franklin,Franklin County,35.9250637,-86.8688899
United_States-Florida-Gadsden_County,county,United States,Florida,Gadsden,Gadsden County,34.014264,-86.0066386
United_States-Florida-Gilchrist_County,county,United States,Florida,Gilchrist,Gilchrist County,29.5124537,-94.4890794
United_States-Florida-Glades_County,county,United States,Florida,Glades,Glades County,26.984415,-81.0754657
United_States-Florida-Gulf_County,county,United States,Florida,Gulf,Gulf County,29.8001623,-85.35496499999999
United_States-Florida-Hamilton_County,county,United States,Florida,Hamilton,Hamilton County,39.3995008,-84.5613355
United_States-Florida-Hardee_County,county,United States,Florida,Hardee,Hardee County,27.4501733,-81.8224362
United_States-Florida-Hendry_County,county,United States,Florida,Hendry,Hendry County,26.6105319,-81.0754657
United_States-Florida-Hernando_County,county,United States,Florida,Hernando,Hernando County,34.823987,-89.9937018
United_States-Florida-Highlands_County,county,United States,Florida,Highlands,Highlands County,35.0525909,-83.19681729999999
United_States-Florida-Hillsborough_County,county,United States,Florida,Hillsborough,Hillsborough County,37.5741032,-122.3794163
United_States-Florida-Holmes_County,county,United States,Florida,Holmes,Holmes County,40.5540928,-81.909826
United_States-Florida-IndianRiver_County,county,United States,Florida,IndianRiver,IndianRiver County,28.2321684,-80.6003715
United_States-Florida-Jackson_County,county,United States,Florida,Jackson,Jackson County,32.2987573,-90.1848103
United_States-Florida-Jefferson_County,county,United States,Florida,Jefferson,Jefferson County,41.7386662,-80.7698066
United_States-Florida-Lafayette_County,county,United States,Florida,Lafayette,Lafayette County,30.2240897,-92.0198427
United_States-Florida-Lake_County,county,United States,Florida,Lake,Lake County,39.09,-122.76
United_States-Florida-Lee_County,county,United States,Florida,Lee,Lee County,37.09024,-95.712891
United_States-Florida-Leon_County,county,United States,Florida,Leon,Leon County,30.4906177,-84.1857115
United_States-Florida-Levy_County,county,United States,Florida,Levy,Levy County,29.3178545,-82.82097399999999
United_States-Florida-Liberty_County,county,United States,Florida,Liberty,Liberty County,39.2461138,-94.4191177
United_States-Florida-Madison_County,county,United States,Florida,Madison,Madison County,43.0730517,-89.4012302
United_States-Florida-Manatee_County,county,United States,Florida,Manatee,Manatee County,27.4799195,-82.34518899999999
United_States-Florida-Marion_County,county,United States,Florida,Marion,Marion County,40.5583739,-85.6591442
United_States-Florida-Martin_County,county,United States,Florida,Martin,Martin County,36.3433965,-88.8503379
United_States-Florida-Miami_Dade_County,county,United States,Florida,Miami Dade,Miami Dade County,25.5516034,-80.6326916
United_States-Florida-Monroe_County,county,United States,Florida,Monroe,Monroe County,32.5093109,-92.1193012
United_States-Florida-Nassau_County,county,United States,Florida,Nassau,Nassau County,25.0479835,-77.355413
United_States-Florida-Okaloosa_County,county,United States,Florida,Okaloosa,Okaloosa County,30.57734009999999,-86.6611083
United_States-Florida-Okeechobee_County,county,United States,Florida,Okeechobee,Okeechobee County,27.2439349,-80.82978279999999
United_States-Florida-Orange_County,county,United States,Florida,Orange,Orange County,33.7879139,-117.8531007
United_States-Florida-Osceola_County,county,United States,Florida,Osceola,Osceola County,45.3205199,-92.7049303
United_States-Florida-PalmBeach_County,county,United States,Florida,PalmBeach,PalmBeach County,26.7056206,-80.0364297
United_States-Florida-Pasco_County,county,United States,Florida,Pasco,Pasco County,46.2305049,-119.0922316
United_States-Florida-Pinellas_County,county,United States,Florida,Pinellas,Pinellas County,27.876394,-82.7778579
United_States-Florida-Polk_County,county,United States,Florida,Polk,Polk County,27.8617347,-81.6911559
United_States-Florida-Putnam_County,county,United States,Florida,Putnam,Putnam County,41.90460119999999,-71.8689917
United_States-Florida-SantaRosa_County,county,United States,Florida,SantaRosa,SantaRosa County,38.440429,-122.7140548
United_States-Florida-Sarasota_County,county,United States,Florida,Sarasota,Sarasota County,27.3364347,-82.53065269999999
United_States-Florida-Seminole_County,county,United States,Florida,Seminole,Seminole County,27.8397466,-82.79121339999999
United_States-Florida-StJohns_County,county,United States,Florida,StJohns,StJohns County,18.3368114,-64.7280952
United_States-Florida-StLucie_County,county,United States,Florida,StLucie,StLucie County,27.3225563,-80.54384499999999
United_States-Florida-Sumter_County,county,United States,Florida,Sumter,Sumter County,33.9204354,-80.3414693
United_States-Florida-Suwannee_County,county,United States,Florida,Suwannee,Suwannee County,30.24850959999999,-82.99316069999999
United_States-Florida-Taylor_County,county,United States,Florida,Taylor,Taylor County,42.240872,-83.2696509
United_States-Florida-Union_County,county,United States,Florida,Union,Union County,45.2334122,-118.0410627
United_States-Florida-Volusia_County,county,United States,Florida,Volusia,Volusia County,29.0279842,-81.0754657
United_States-Florida-Wakulla_County,county,United States,Florida,Wakulla,Wakulla County,30.1301689,-84.3542049
United_States-Florida-Walton_County,county,United States,Florida,Walton,Walton County,38.87561940000001,-84.61022129999999
United_States-Florida-Washington_County,county,United States,Florida,Washington,Washington County,47.7510741,-120.7401385
United_States_Virgin_Islands,province,United States,Virgin Islands,,,18.335765,-64.896335
United_States_Virgin_Islands-Saint_Thomas,county,United States,Virgin Islands,Saint Thomas,,18.3380965,-64.8940946
United_States_Virgin_Islands-Saint_Croix,county,United States,Virgin Islands,Saint Croix,,17.7245968,-64.83479919999999
United_States_Virgin_Islands-Saint_John,county,United States,Virgin Islands,Saint John,,18.3563426,-64.7001362
